Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,AgeofCar,Brand
2013,55000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,5137.4,11,Nissan
2010,81448,Petrol,Manual,First,19.0,998.0,66.1,5.0,3106.33,14,Maruti
2018,1900,Petrol,Manual,First,25.17,799.0,53.3,5.0,5316.61,6,Renault
2012,54957,Petrol,Automatic,First,17.1,1591.0,121.4,5.0,6415.77,12,Hyundai
2008,55000,Petrol,Manual,Second,18.9,1061.0,67.0,5.0,2090.8,16,Maruti
2013,21983,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,19713.26,11,BMW
2013,76000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,22700.12,11,BMW
2016,65000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,3345.28,8,Tata
2015,26000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7407.41,9,Hyundai
2019,11571,Petrol,Manual,First,16.8,796.0,34.2,8.0,4540.02,5,Maruti
2014,81000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7287.93,10,Maruti
2019,23154,Diesel,Manual,First,23.0,1498.0,98.96,5.0,13918.76,5,Ford
2014,26856,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4958.18,10,Honda
2017,67489,Diesel,Manual,First,13.68,2393.0,147.8,7.0,19713.26,7,Toyota
2008,176000,Diesel,Manual,Second,10.5,2179.0,120.0,8.0,5137.4,16,Mahindra
2010,18000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2688.17,14,Hyundai
2014,63003,Diesel,Manual,First,22.32,1582.0,126.32,5.0,8064.52,10,Hyundai
2014,80000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11230.59,10,Mahindra
2014,56658,Diesel,Manual,First,20.64,1498.0,108.5,5.0,6439.67,10,Volkswagen
2019,18592,Diesel,Manual,First,26.59,1248.0,74.0,5.0,10167.26,5,Maruti
2010,75695,Petrol,Manual,First,13.7,1368.0,88.8,5.0,2210.27,14,Tata
2012,82000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,2986.86,12,Maruti
2013,60000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,5675.03,11,Volkswagen
2009,138000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,4181.6,15,Honda
2014,67000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,6571.09,10,Hyundai
2012,42750,Petrol,Manual,First,17.0,1497.0,118.0,5.0,7562.72,12,Honda
2014,52398,Diesel,Manual,First,25.44,936.0,57.6,5.0,2951.02,10,Chevrolet
2014,36657,Petrol,Manual,First,16.2,995.0,62.1,5.0,3942.65,10,Chevrolet
2011,77000,Diesel,Manual,Second,11.57,2179.0,138.1,7.0,4181.6,13,Tata
2014,85000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,46296.3,10,Mercedes-Benz
2008,112500,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,9546.0,16,BMW
2013,105072,Diesel,Manual,First,14.24,2755.0,174.5,7.0,15866.19,11,Toyota
2012,80000,Petrol,Automatic,First,11.25,1995.0,150.0,5.0,11350.06,12,BMW
2019,3102,Diesel,Manual,First,20.37,1461.0,108.45,5.0,16738.35,5,Renault
2016,14656,Diesel,Manual,First,24.4,1120.0,71.0,5.0,8351.25,8,Hyundai
2010,105000,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,13142.17,14,BMW
2008,61000,Petrol,Automatic,Second,10.8,2497.0,215.0,5.0,13142.17,16,BMW
2010,85046,Petrol,Manual,Second,18.06,1198.0,75.0,5.0,2747.91,14,Nissan
2014,48000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,31660.69,10,Jaguar
2011,55000,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,80047.79,13,Land Rover
2017,4000,Petrol,Automatic,First,16.0,1368.0,160.0,5.0,21206.69,7,Jeep
2010,94000,Petrol,Automatic,Second,10.1,2354.0,152.0,5.0,5734.77,14,Honda
2013,61110,Petrol,Manual,First,18.6,1197.0,85.8,5.0,5459.98,11,Maruti
2016,80000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4181.6,8,Hyundai
2015,43190,Diesel,Manual,First,19.01,1461.0,108.5,5.0,9092.0,9,Nissan
2015,45000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,29868.58,9,Audi
2016,44178,Petrol,Manual,First,18.9,1197.0,82.0,5.0,7025.09,8,Hyundai
2015,84415,Diesel,Manual,First,12.99,2494.0,100.6,8.0,16129.03,9,Toyota
2015,35000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,5495.82,9,Hyundai
2013,44000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,5854.24,11,Ford
2012,67635,Petrol,Manual,First,17.0,1497.0,118.0,5.0,6272.4,12,Honda
2018,18385,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,14826.76,6,Ford
2014,35000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4540.02,10,Volkswagen
2010,49000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,10692.95,14,Mercedes-Benz
2013,69000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,8602.15,11,Ford
2017,23228,Petrol,Manual,First,14.4,1396.0,65.0,5.0,5376.34,7,Tata
2014,68462,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4958.18,10,Maruti
2016,74611,Diesel,Manual,First,25.1,1248.0,88.5,5.0,9486.26,8,Maruti
2014,90000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,8661.89,10,Renault
2016,22000,Petrol,Manual,First,18.9,998.0,67.1,5.0,4420.55,8,Maruti
2010,58163,Petrol,Manual,First,18.342252479408305,1086.0,62.0,5.0,2927.12,14,Hyundai
2011,109500,Diesel,Manual,Third,25.44,936.0,57.6,5.0,1792.11,13,Chevrolet
2017,13363,Diesel,Manual,First,16.0,1997.0,140.0,7.0,14336.92,7,Mahindra
2012,51000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2628.43,12,Hyundai
2007,103000,Diesel,Manual,First,13.93,2179.0,138.0,7.0,4301.08,17,Tata
2009,43002,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2293.91,15,Hyundai
2016,108000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,24492.23,8,Toyota
2010,82407,Diesel,Manual,First,17.5,1896.0,106.0,5.0,5077.66,14,Skoda
2013,29000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3823.18,11,Hyundai
2012,225000,Diesel,Manual,Second,23.59,1364.0,113.27220292815797,5.0,3106.33,12,Toyota
2014,45000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4599.76,10,Maruti
2010,93401,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4157.71,14,Hyundai
2017,95802,Diesel,Manual,Second,25.83,1498.0,99.0,5.0,5436.08,7,Ford
2016,130000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,8363.2,8,Maruti
2013,67443,Diesel,Manual,First,20.77,1248.0,88.8,7.0,6869.77,11,Maruti
2016,47681,Petrol,Automatic,First,16.8,1497.0,116.3,5.0,10430.11,8,Honda
2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,2031.06,15,Maruti
2016,68000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,35244.92,8,Ford
2019,34688,Diesel,Manual,First,24.3,1248.0,88.5,5.0,12532.86,5,Maruti
2015,10512,Petrol,Automatic,First,8.6,2706.0,265.0,2.0,76463.56,9,Porsche
2016,58000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,9020.31,8,Maruti
2014,40000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4719.24,10,Tata
2010,61000,Petrol,Manual,Fourth & Above,17.0,1197.0,80.0,5.0,3882.92,14,Hyundai
2009,86000,Diesel,Manual,First,19.4,1422.0,70.0,5.0,3285.54,15,Skoda
2015,45000,Diesel,Manual,First,21.43,1364.0,87.2,5.0,8781.36,9,Toyota
2017,55000,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5615.29,7,Volkswagen
2016,36855,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,10477.9,8,Hyundai
2013,46821,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4086.02,11,Hyundai
2015,120000,Petrol,Manual,First,18.6,1199.0,76.8,5.0,2986.86,9,Chevrolet
2012,29000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,23894.86,12,Jaguar
2014,40000,Petrol,Manual,First,13.24,1598.0,102.5,5.0,6272.4,10,Nissan
2013,60000,Diesel,Automatic,Second,15.73,1968.0,174.33,5.0,17323.78,11,Audi
2011,64984,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,4121.86,13,Hyundai
2015,73204,Petrol,Automatic,First,24.07,998.0,67.1,5.0,3942.65,9,Maruti
2014,50000,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,60931.9,10,Audi
2017,35000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7765.83,7,Maruti
2013,17729,Petrol,Manual,First,21.1,814.0,55.2,5.0,4360.81,11,Hyundai
2012,97000,Diesel,Manual,First,20.0,1497.0,115.0,5.0,8661.89,12,Mahindra
2014,89614,Diesel,Manual,First,22.0,1582.0,126.2,5.0,7180.41,10,Hyundai
2015,14000,Petrol,Manual,First,18.9,998.0,67.1,5.0,3345.28,9,Maruti
2012,50000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4778.97,12,Hyundai
2014,62505,Petrol,Manual,First,17.4,1497.0,117.3,5.0,7108.72,10,Honda
2011,248000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,10991.64,13,Toyota
2012,94900,Diesel,Manual,First,16.8,1493.0,110.0,5.0,6391.88,12,Hyundai
2017,55000,Diesel,Manual,First,17.6,2179.0,153.86,7.0,14336.92,7,Tata
2015,53735,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,46523.3,9,Audi
2008,53934,Petrol,Manual,Second,18.9,998.0,67.1,5.0,3213.86,16,Maruti
2013,58500,Diesel,Automatic,Second,17.09,1995.0,218.0,5.0,32855.44,11,BMW
2014,48000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,3285.54,10,Honda
2016,24000,Petrol,Manual,First,24.7,796.0,47.3,5.0,3345.28,8,Maruti
2016,52001,Petrol,Manual,First,17.01,1591.0,121.3,5.0,7706.09,8,Hyundai
2018,9565,Petrol,Manual,First,23.84,1199.0,84.0,5.0,7025.09,6,Tata
2013,32953,Petrol,Manual,First,18.6,1197.0,85.8,5.0,5555.56,11,Maruti
2014,18000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2986.86,10,Hyundai
2018,20446,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,61350.06,6,Mercedes-Benz
2016,33016,Diesel,Manual,First,22.54,1396.0,88.73,5.0,8183.99,8,Hyundai
2012,48000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,6272.4,12,Toyota
2014,72022,Diesel,Manual,First,21.43,1364.0,87.2,5.0,11027.48,10,Toyota
2014,34000,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,26284.35,10,Mini Cooper
2014,69000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,6200.72,10,Volkswagen
2009,108000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,5197.13,15,Skoda
2013,34700,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,29271.21,11,Mercedes-Benz
2015,79000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,6869.77,9,Maruti
2016,58197,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,10979.69,8,Honda
2008,66000,Petrol,Automatic,Second,8.45,2979.0,321.0,5.0,12843.49,16,BMW
2009,60000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,3572.28,15,Hyundai
2014,57000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4647.55,10,Maruti
2018,45555,Diesel,Manual,First,26.0,1498.0,98.6,5.0,14014.34,6,Honda
2016,55137,Petrol,Manual,First,14.0,796.0,35.0,5.0,3715.65,8,Maruti
2014,93325,Diesel,Manual,Second,17.2,1968.0,138.1,5.0,17264.04,10,Skoda
2018,38000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,10394.27,6,Maruti
2016,57738,Diesel,Manual,First,24.0,1120.0,70.0,5.0,6021.51,8,Hyundai
2017,38282,Diesel,Manual,First,28.09,1248.0,88.5,5.0,10155.32,7,Maruti
2014,64000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,18697.73,10,Mercedes-Benz
2015,32000,Diesel,Manual,First,20.5,1248.0,91.72,5.0,6750.3,9,Fiat
2010,83000,Petrol,Automatic,First,10.93,2497.0,204.0,5.0,19713.26,14,Mercedes-Benz
2011,76000,CNG,Manual,First,26.3,998.0,67.1,5.0,2389.49,13,Maruti
2012,67200,Petrol,Manual,First,15.04,1598.0,103.6,5.0,4659.5,12,Volkswagen
2013,62655,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,17323.78,11,BMW
2015,16900,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,52568.7,9,BMW
2017,8471,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5973.72,7,Hyundai
2016,69000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,23596.18,8,Toyota
2017,30090,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,13667.86,7,Renault
2011,120000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,2090.8,13,Tata
2013,23000,Diesel,Manual,First,17.8,1248.0,113.27220292815797,5.0,6690.56,11,Maruti
2016,35939,Petrol,Manual,First,12.3,1796.0,185.0,5.0,36344.09,8,Mercedes-Benz
2013,116694,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11433.69,11,Mahindra
2016,40448,Diesel,Manual,First,15.96,2523.0,62.1,7.0,4181.6,8,Mahindra
2018,64456,Diesel,Manual,First,24.3,1248.0,88.5,5.0,12497.01,6,Maruti
2014,52782,Diesel,Manual,First,20.5,1248.0,91.72,5.0,5794.5,10,Fiat
2016,51672,Petrol,Manual,First,19.5,1199.0,88.76,5.0,6786.14,8,Honda
2015,56073,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,15830.35,9,Skoda
2011,65000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,19115.89,13,Jaguar
2013,79000,Petrol,Manual,First,18.9,998.0,67.1,5.0,3584.23,11,Maruti
2007,43206,Petrol,Manual,First,17.0,1086.0,113.27220292815797,5.0,1182.8,17,Hyundai
2010,70200,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,5973.72,14,Toyota
2016,42000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,5675.03,8,Maruti
2014,62000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,6391.88,10,Volkswagen
2017,20000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,7144.56,7,Hyundai
2011,80000,Diesel,Manual,Third,21.5,1248.0,88.8,5.0,4181.6,13,Maruti
2018,50234,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5698.92,6,Hyundai
2016,50003,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6511.35,8,Maruti
2018,1000,Petrol,Automatic,First,20.3,1199.0,84.0,5.0,8183.99,6,Tata
2016,54897,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,8721.62,8,Maruti
2007,108995,Petrol,Manual,First,15.3,1193.0,65.3,5.0,1493.43,17,Tata
2015,73000,Diesel,Manual,First,22.7,1598.0,118.0,5.0,9856.63,9,Maruti
2008,65000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,3237.75,16,Maruti
2016,32000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,4301.08,8,Hyundai
2010,65000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,3584.23,14,Hyundai
2016,21600,Petrol,Automatic,First,23.1,998.0,67.04,5.0,5555.56,8,Maruti
2010,39000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,11350.06,14,Mercedes-Benz
2011,58075,Petrol,Manual,First,17.5,1298.0,85.8,5.0,3524.49,13,Maruti
2011,58000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3584.23,13,Volkswagen
2015,58000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7108.72,9,Maruti
2008,89000,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,4778.97,16,Toyota
2008,72000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2986.86,16,Honda
2017,1800,Petrol,Automatic,First,16.05,1499.0,110.4,5.0,13584.23,7,Ford
2010,172050,Diesel,Manual,Second,19.0,1248.0,93.0,5.0,2688.17,14,Fiat
2013,46230,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3703.7,11,Hyundai
2014,86925,Diesel,Automatic,First,11.2,2400.0,215.0,5.0,20525.69,10,Volvo
2018,5000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7765.83,6,Hyundai
2014,66000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6810.04,10,Honda
2013,119000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,9557.95,11,Toyota
2016,45000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3106.33,8,Renault
2009,66149,Petrol,Manual,First,19.0,998.0,66.1,5.0,2927.12,15,Maruti
2014,42070,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,13823.18,10,Mercedes-Benz
2012,35503,Petrol,Manual,First,18.9,998.0,67.1,5.0,2747.91,12,Maruti
2016,41460,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7048.98,8,Maruti
2015,40600,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,8602.15,9,Hyundai
2013,87000,Diesel,Automatic,First,22.0,1582.0,126.2,5.0,7048.98,11,Hyundai
2014,30000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,7168.46,10,Honda
2010,27089,Petrol,Manual,First,16.0,1086.0,66.7,5.0,2329.75,14,Hyundai
2016,53702,Diesel,Manual,First,23.59,1364.0,67.04,5.0,7825.57,8,Toyota
2015,51000,Diesel,Automatic,First,27.03,1969.0,190.0,5.0,29868.58,9,Volvo
2012,36542,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3166.07,12,Ford
2017,15000,Diesel,Automatic,First,13.0,2987.0,265.0,5.0,83034.65,7,Mercedes-Benz
2012,65000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,16726.4,12,BMW
2014,32000,Petrol,Manual,Second,22.74,796.0,47.3,5.0,2508.96,10,Maruti
2017,24393,Diesel,Manual,First,13.68,2393.0,147.8,7.0,24372.76,7,Toyota
2019,1000,Petrol,Manual,First,18.78,999.0,75.0,5.0,6786.14,5,Volkswagen
2014,28238,Petrol,Manual,First,13.24,1598.0,102.5,5.0,6630.82,10,Nissan
2013,59000,Diesel,Manual,First,13.5,2477.0,175.56,7.0,15232.97,11,Mitsubishi
2012,92000,Petrol,Manual,Second,14.8,1799.0,130.2,5.0,4002.39,12,Honda
2013,56840,Petrol,Manual,First,22.74,796.0,47.3,5.0,1851.85,11,Maruti
2013,62746,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,7048.98,11,Volkswagen
2012,96000,Diesel,Automatic,First,12.35,2179.0,187.74,5.0,22676.22,12,Land Rover
2014,24000,Petrol,Manual,First,13.7,1997.0,153.86,5.0,13751.49,10,Honda
2016,54000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,9259.26,8,Maruti
2016,90000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,16606.93,8,Toyota
2010,40000,Petrol,Manual,First,15.0,1368.0,90.0,5.0,1612.9,14,Tata
2015,65938,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,45400.24,9,Audi
2017,16100,Petrol,Automatic,First,17.1,1591.0,121.4,5.0,13859.02,7,Hyundai
2017,3600,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,14635.6,7,Volkswagen
2011,52000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4540.02,13,Honda
2014,54000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3882.92,10,Ford
2016,15399,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7646.36,8,Honda
2012,75000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,4719.24,12,Volkswagen
2010,76752,Petrol,Manual,First,17.4,1497.0,117.3,5.0,4265.23,14,Honda
2005,56000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,1493.43,19,Honda
2015,70000,CNG,Manual,First,26.2,998.0,58.2,5.0,4360.81,9,Maruti
2013,46125,Petrol,Automatic,Second,12.0,2354.0,187.4,5.0,14934.29,11,Honda
2014,35000,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,27479.09,10,BMW
2003,80000,Diesel,Manual,Third,12.8,1489.0,35.5,5.0,1612.9,21,Ambassador
2012,62729,Diesel,Manual,First,12.05,2179.0,120.0,8.0,7550.78,12,Mahindra
2012,34000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4062.13,12,Volkswagen
1999,70000,Petrol,Manual,Second,17.3,993.0,60.0,5.0,919.95,25,Maruti
2009,32000,Petrol,Manual,First,16.1,796.0,37.0,4.0,1075.27,15,Maruti
2017,21000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,21505.38,7,Toyota
2013,49000,Petrol,Automatic,First,14.59,1997.0,245.0,5.0,22700.12,11,BMW
2007,40000,Petrol,Manual,Third,13.8,1299.0,70.0,5.0,1314.22,17,Ford
2012,78000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,2389.49,12,Chevrolet
2012,52000,Diesel,Manual,First,21.43,1364.0,86.79,5.0,7765.83,12,Toyota
2014,65213,Diesel,Manual,First,16.0,2179.0,140.0,7.0,11290.32,10,Mahindra
2016,170000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4778.97,8,Hyundai
2017,36884,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,38530.47,7,Mercedes-Benz
2009,62500,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2508.96,15,Hyundai
2015,68000,Petrol,Automatic,Second,14.28,1798.0,138.03,5.0,11648.75,9,Toyota
2014,40748,Petrol,Manual,First,14.53,1798.0,138.0,5.0,7526.88,10,Toyota
2013,60000,Diesel,Automatic,First,17.32,1968.0,184.0,5.0,25089.61,11,Audi
2014,12400,Diesel,Manual,First,21.9,1396.0,88.8,5.0,5555.56,10,Hyundai
2013,87000,Diesel,Automatic,Second,19.27,2143.0,167.62,5.0,20310.63,11,Mercedes-Benz
2013,20248,Diesel,Manual,First,21.1,1248.0,73.9,5.0,5197.13,11,Maruti
2017,52383,Diesel,Manual,First,19.67,1582.0,126.2,5.0,17706.09,7,Hyundai
2018,1000,Diesel,Automatic,First,13.6,1999.0,177.0,5.0,47789.73,6,Jaguar
2016,85000,Diesel,Manual,First,14.95,2489.0,93.7,7.0,7347.67,8,Mahindra
2014,47000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,13440.86,10,Toyota
2018,17585,Petrol,Automatic,First,19.16,2494.0,157.7,5.0,38231.78,6,Toyota
2018,32496,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,54504.18,6,Audi
2017,34613,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7455.2,7,Maruti
2015,153000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,5734.77,9,Maruti
2014,54000,Petrol,Manual,Second,16.1,1197.0,85.0,5.0,5376.34,10,Maruti
2015,16900,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4623.66,9,Hyundai
2013,62334,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3285.54,11,Hyundai
2018,23714,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7849.46,6,Maruti
2010,52325,Petrol,Manual,First,16.36,1495.0,93.7,5.0,2389.49,14,Hyundai
2012,50000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4360.81,12,Honda
2016,55746,Diesel,Manual,First,22.9,1248.0,74.0,5.0,8303.46,8,Maruti
2014,54000,Petrol,Manual,First,20.14,1197.0,81.86,5.0,6571.09,10,Hyundai
2013,43000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,8363.2,11,Mahindra
2014,40000,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,28673.84,10,Mercedes-Benz
2010,125000,Diesel,Automatic,Second,18.342252479408305,2179.0,115.0,5.0,13142.17,14,Land Rover
2016,51944,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,38829.15,8,Mercedes-Benz
2015,46950,Diesel,Manual,First,21.27,1396.0,88.76,5.0,7706.09,9,Hyundai
2015,23000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,18817.2,9,Skoda
2014,54546,Petrol,Manual,First,17.0,1497.0,118.0,5.0,6571.09,10,Honda
2015,51535,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,22735.96,9,Toyota
2013,45000,Diesel,Automatic,First,17.32,1968.0,184.0,5.0,18219.83,11,Audi
2012,46004,Petrol,Manual,First,20.92,998.0,67.1,5.0,2867.38,12,Maruti
2011,124000,Diesel,Manual,First,23.03,1396.0,69.0,5.0,2747.91,13,Tata
2014,77395,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,17144.56,10,Audi
2018,10600,CNG,Manual,First,33.44,796.0,40.3,4.0,4181.6,6,Maruti
2018,22974,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,14301.08,6,Honda
2009,89000,Petrol,Manual,Second,18.342252479408305,999.0,113.27220292815797,5.0,1911.59,15,Hyundai
2015,65012,Diesel,Manual,First,14.24,2755.0,174.5,7.0,22580.65,9,Toyota
2017,17125,Petrol,Manual,First,18.9,1197.0,82.0,5.0,6451.61,7,Hyundai
2015,90413,Petrol,Manual,First,15.1,1196.0,73.0,7.0,3524.49,9,Maruti
2013,37000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,6093.19,11,Volkswagen
2006,65000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,1792.11,18,Maruti
2011,66000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5854.24,13,Honda
2010,86000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,3464.76,14,Honda
2005,98437,Petrol,Manual,First,13.0,1493.0,100.0,5.0,1373.95,19,Honda
2010,18000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2747.91,14,Hyundai
2018,35070,Diesel,Manual,First,24.0,1120.0,70.0,5.0,7156.51,6,Hyundai
2011,42000,Petrol,Automatic,Third,14.4,1598.0,103.6,5.0,4062.13,13,Volkswagen
2009,40000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2031.06,15,Hyundai
2009,43000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2377.54,15,Hyundai
2012,65000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,2986.86,12,Chevrolet
2013,74000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,5794.5,11,Volkswagen
2010,51192,Petrol,Manual,First,15.6,1196.0,70.0,5.0,3166.07,14,Ford
2014,14262,Petrol,Automatic,First,9.9,1984.0,207.8,2.0,32676.22,10,Audi
2015,66339,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,8243.73,9,Honda
2013,90200,Diesel,Manual,First,20.0,1399.0,68.05,5.0,4181.6,11,Ford
2015,57854,Diesel,Manual,First,12.99,2494.0,100.6,7.0,14934.29,9,Toyota
2017,32000,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,10991.64,7,Maruti
2015,29631,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5854.24,9,Hyundai
2009,55005,Petrol,Manual,First,12.8,1621.5059354622972,113.27220292815797,5.0,3823.18,15,Honda
2014,54173,Petrol,Manual,First,18.88,999.0,123.24,5.0,6630.82,10,Ford
